Label,True Positive Rate,False Positive Rate,Precision,Recall,F1 Score
0.0,0.9172113289760349,0.5179856115107914,0.7451327433628319,0.9172113289760349,0.822265625
1.0,0.3582554517133956,0.06851691240242845,0.5927835051546392,0.3582554517133956,0.4466019417475728
2.0,0.4340425531914894,0.0387409200968523,0.68,0.4340425531914894,0.5298701298701299
